knm_05927_01699170109	ಬಾಗಿಲಿಗೆ ಬಂದ ಜ್ಯೋತಿಯನ್ನು ಸ್ವಾಗತಿಸಿ
knm_00180_00709659375	ಇಂತಹ ಆಕ್ಷೇಪಣೆಗಳು ನ್ಯಾಯಾಲಯದ ಮುಂದೆ ಬಂದಾಗ ನ್ಯಾಯಾಲಯವು ಅರ್ಜಿದಾರರ ದೂರಿನ ಯೋಗ್ಯತೆ ಪರಿಶೀಲಿಸಿ ಅದನ್ನು ಸರಿಪಡಿಸಬಹುದು.
knm_06681_02057754867	ಭೂಗರ್ಭ ಶಾಸ್ತ್ರದ ಪ್ರಕಾರ ಪುರಾತನಯುಗಕ್ಕೆ ಸೇರಿದ ಪ್ರಾಚೀನಶಿಲೆಗಳಿಂದ ಆವರಿಸಲ್ಪಟ್ಟಿದೆ
knm_05927_01401250648	ಗುರುತ್ವಾಕರ್ಷಣಾ ಮಾದರಿಯು ಮೂಲಭೂತವಾಗಿ ಆಮದಿಗೆ ಗಮನ ಕೊಡುತ್ತದೆ
knm_02894_01494855727	ಅದು ರಾಜಕೀಯ
knm_09877_01176486850	ಶಿಲೆಗಳು ರಂಧ್ರಮಯವಾಗಿದ್ದರೆ ನೀರು ಜಿನುಗುವುದು ಸುಲಭ.
knm_00811_01939836569	ಇವೆರಡನ್ನೂ ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳುವ ನಮ್ಮ ಪ್ರಯತ್ನದಲ್ಲಿ ಅಂತರ್ಬೋಧೆ ಅಡಕವಾಗಿರುತ್ತದೆ
knm_02894_00042833106	ಈಪಾಕ್ಸಿ ಮಿಶ್ರಣ ದೊರೆಯುವುದು ಎರಡು ಭಾಗವಾಗಿ.
knm_05066_01701298316	ಇದರ ಪ್ರಮಾಣ ಹೆಚ್ಚಿದಷ್ಟೂ ನೀರು ಹೆಚ್ಚು ಹೀರಿಕೆಯಾಗುತ್ತದೆ.
knm_03197_01324125428	ನಿಲ್ದಾಣವನ್ನು ವಿಸ್ತರಿಸುವ ಯೋಜನೆಗೆ 2003 ರಲ್ಲಿ ಯೆಸ್ ಟಿ ಯೆಸ್ 107 ರ ಮೇಲೆ ಉಂಟಾದ ವಿನಾಶದಿಂದ ತೊಂದರೆಯಾಯಿತು.
knm_02352_00499205230	ಪಶ್ಚಿಮದಲ್ಲಿ ಅರಬ್ಬಿ ಸಮುದ್ರ
knm_00417_01439964463	ಈಶಾನ್ಯಕ್ಕೆ ಸಾಗಿ
knm_05927_01545545307	ಇವನ ಪ್ರಭುತ್ವಕ್ಕೆ ಎಲ್ಲವೂ ಒಳಪಟ್ಟಿವೆ.
knm_04689_00315164854	ಖಾಸಗಿ ವಿಮಾನಗಳೆಂದೂ ಸಾರ್ವಜನಿಕ ವಿಮಾನಗಳೆಂದೂ ವಿಂಗಡಿಸಿದ್ದಾರೆ.
knm_07918_02088230687	ಸೂಕ್ಷ್ಮ ಗುರುತ್ವದಲ್ಲಿ ನಡೆಸುವ ಸ್ರವಿಯ ಭೌತಶಾಸ್ತ್ರದ ಪರೀಕ್ಷೆಯು ಒಳಗೊಂಡಿದೆ
knm_01114_01347906682	ಒಂದು ಕಾಲದಲ್ಲಿ ಈ ದೇವತೆ ವರುಣನಾಗಿ ತುಂಬ ಉದಾತ್ತನಾಗಿ ಕಾಣಿಸುತ್ತಾನೆ
knm_07221_01161195163	ಉದಾಹರಣೆಗೆ
knm_02533_01751774716	ಕಾಲು ಮೈಲಿಯಲ್ಲಿ
knm_02894_00351508381	ಇದು ತಿರುವುಮುರುವಾಗಿ ಬೀಳುತ್ತದೆ
knm_02910_00909175628	ಉದ್ಭವಿಸುವ ಸಮಸ್ಯೆಗಳು ಆಂತರಿಕ ವ್ಯಾಪಾರದಲ್ಲಿ ಸಾಮಾನ್ಯವಾಗಿ ಏಳುವುದಿಲ್ಲ.
knm_00180_00378960913	ಇದು ಮುದ್ರಣ
knm_00417_01036377819	ನೂರು ಮೀಟರ್‌ಗಳಲ್ಲಿ
knm_08025_01006913465	ಮುಖ್ಯ ಭಾಷೆ ಕನ್ನಡ.
knm_04526_00649222654	ಶಿಲೆ
knm_00574_01581129225	ಸಂಸ್ಥೆಯ ಅಧ್ಯಕ್ಷೀಯ ಮಂಡಳಿಯು ಈ ಸುಧಾರಣೆಗಳಿಗೆ 2008ನೇ ಇಸವಿಯ ಏಪ್ರಿಲ್ 28ರೊಳಗೆ ಮತ ಚಲಾವಣೆ ಮಾಡಬೇಕಾಗಿದೆ
knm_01114_00231333967	ಪೋಷಕರು ವಿಚ್ಛೇದನ
knm_04689_00555750536	15 ವಿವಿಧ ರಾಷ್ಟ್ರಗಳಿಂದ ಗಗನಯಾತ್ರಿಗಳು ಆಯ್ಕೆಯಾಗಿದ್ದಾರೆ
knm_07221_01619224876	ರಷ್ಯಾದ ಸೈನ್ಸ್ ಪವರ್ ಪ್ಲ್ಯಾಟ್ ಫಾರ್ಮ್
knm_04992_01063541953	ಕೈಮರ ಬೀಳಿಸಿ
knm_00271_01753926762	ದೋಣಿಯಲ್ಲಿ ಪ್ರಯಾಣಿಸಿ
knm_02894_00873476752	ಪೋರ್ಚುಗೀಸರ ಆಕ್ರಮಣ ಹೀಗೆ ಮುಂದುವರಿಯಿತು.
knm_06971_00276951514	ಇವಕ್ಕೆ ದ್ರಾವಕ ಬೇಕಾಗಿಲ್ಲ.
knm_02894_01484361522	ಇಲ್ಲಿಯ ವಿಗ್ರಹ ಸಮುದ್ರದಲ್ಲಿ ದೊರೆತದ್ದೆಂದು ಪ್ರತೀತಿಯುಂಟು.
knm_01114_00447130746	ಆವರಣದಲ್ಲಿ ಕ್ರಿಕೇಟ್ ಆಡಬಹುದಾಗಿದೆ
knm_04992_00685697743	ವಿದೇಶಿ ವ್ಯವಹಾರವು ಅನೇಕ ತೊಂದರೆ ಮತ್ತು ವಿವಿದ ನೀತಿನಿಯಮಗಳಿಂದ ಕೂಡಿದ್ದರೂ ಕೂಡ ಇದು ರಾಷ್ಟ್ರಕ್ಕೆ ಮತ್ತು ವ್ಯವಹಾರಿಕ ಸಂಸ್ಥೆಗಳಿಗೆ ಅನೇಕ ರೀತಿಯಲ್ಲಿ ಲಾಭದಾಯಕವಾಗಿದೆ.
knm_00271_01826708773	ನೂರೈವತ್ತು ಅಡಿಗಳಲ್ಲಿ
knm_02352_01742611992	ಹೆಚ್ಚು ಮಳೆ ಬೀಳುವ ಮಲೆನಾಡಿನಲ್ಲಿ ಅಂತರ್ಜಲ ಮಟ್ಟ ನೆಲಕ್ಕೆ ಕೆಲವೇ ಮೀಟರುಗಳಷ್ಟು ಸಮೀಪದಲ್ಲಿರುತ್ತವೆ.
knm_07524_00983383294	ಈ ಕ್ಷೇತ್ರವು ಅಂತರಿಕ್ಷಯಾನ ತಂತ್ರಜ್ಞಾನವನ್ನು ಬಳಕೆಮಾಡುತ್ತದೆ.
knm_02533_01728963609	ವೃತ್ತದಲ್ಲಿ, ಎರಡನೇ ನಿರ್ಗಮನವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ
knm_04705_01145740437	ಅಂಗುಲ್ ಜಿಲ್ಲೆ ಒರಿಸ್ಸಾ ರಾಜ್ಯದ ಒಂದು ಜಿಲ್ಲೆ.
knm_04689_02049869162	ನೀರಿನ ಆವಿಯಿದ್ದರೆ ತನ್ನ ದೃಢತೆಯನ್ನು ಕಳೆದುಕೊಳ್ಳುವುದರಿಂದ ಅವುಗಳ ಉಪಯೋಗ ಕಾಗದಗಳನ್ನು ಅಂಟಿಸಲು ಮಾತ್ರ.
knm_06681_00582598086	ಸೈದ್ಧಾಂತಿಕವಾಗಿ
knm_07918_00956485815	ಮುಂದಿನ ಅವಧಿಯು ಎಚ್ಚರಿಕೆಯ ಅವಧಿ ಯಾಗಿದ್ದು
knm_08025_01770558971	ಒಳನಾಡಿನಲ್ಲಿ ಇದೇ ಕಾಲದಲ್ಲಿ ಮಯ್ನಸ್ ನಲ್ವತ್ತರಿಂದ ಮಯ್ನಸ್ ಎಪ್ಪತ್ತು ಡಿಗ್ರಿ ಸೆಂಟಿಗ್ರೇಡ್
knm_04705_00785757753	ಇದನ್ನು ಸಂಖ್ಯೆಗಳ ದತ್ತಸಂಚಯವನ್ನು ನಿರ್ವಹಿಸಿಕೊಂಡು ಬರುವ ಮೂಲಕ ಸಾಧಿಸಬಹುದು.
knm_04992_00920246651	ಮಾರುಕಟ್ಟೆ ವಿಸ್ತರಣೆ ,  ಈ ವ್ಯವಹಾರವು ಮಾರುಕಟ್ಟೆಗಳನ್ನು ವಿಸ್ತರಿಸುತ್ತದೆ.
knm_06971_01139091833	ಉಳಿದ ನೀರು ವಸ್ತುವಿನ ಕಣಗಳ ಆಕರ್ಷಣೆಯಿಂದ ಅಲ್ಲೇ ಬಂಧಿತವಾಗಿರುತ್ತದೆ.
knm_01114_00381364578	ಭೂಮಿಯ ವಿದ್ಯುತ್ಕಾಂತೀಯ ಕ್ಷೇತ್ರವು ಪೃಥ್ವಿಯ ನಿಕಟವರ್ತಿ ಕಕ್ಷೆಯಲ್ಲಿನ ಸೂರ್ಯನ ಮತ್ತು ಇತರ ವಿಕಿರಣಗಳಿಂದ ಬಹುಪಾಲು ವಾಯುಮಂಡಲದಷ್ಟೇ ಸುರಕ್ಷತೆಯನ್ನು ಒದಗಿಸುತ್ತದೆ
knm_07918_01176963824	ಅಂಗುಲ ಬ್ರಿಟಿಷ್ ಮಾನಕ ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಉದ್ದದ ಏಕಮಾನ.
knm_05066_01249681272	ಚಳಿಗಾಲದ ತಳಿ ವಸಂತ ಋತುವಿನ ತಳಿಗಿಂತ ಉತ್ತಮವಾಗಿದ್ದು ಹೆಚ್ಚು ಕಾಳುಗಳನ್ನು ಬಿಡುತ್ತದೆ
knm_02352_01766714639	ಮಧ್ಯಸ್ಥಿಕೆ ವಹಿಸುವಂತೆ ಹೇಳುವ ಅರ್ಜಿಗಳು ವಿರಳ 1990 ರಲ್ಲಿ ಇಂತಹ ಪ್ರಕರಣ ವರದಿಯಾಗಿತ್ತು.
knm_04526_01236024964	ಆಗ ಮಧ್ಯದಲ್ಲಿ ಸೀಳು ಉಂಟಾಗುತ್ತದೆ
knm_07221_00876381556	ಈ ಸಂಸ್ಥೆಗೆ ಹಾಗು ಇದರ ನಿರ್ದೇಶಕ ಮೊಹಮದ್ ಎಲ್, ಬರೇದ್ ಎರಡು ಸಾವಿರದ ಐದರ ನೊಬೆಲ್ ಶಾಂತಿ ಪ್ರಶಸ್ತಿಯನ್ನು ಪಡೆದರು.
knm_00417_00041907250	ಬಲದಲ್ಲಿ ನಿರ್ಗಮಿಸಿ
knm_07221_01026364890	ಸೇರಿಸಲಾದ ಗುಪ್ತ ಮಾಹಿತಿಯನ್ನು ವ್ಯಕ್ತಿಗಳ ನಡುವಿನ ಗುಟ್ಟಿನ ಸಂವಹನದ ಒಂದು ಮಾಧ್ಯಮವಾಗಿ ಬಳಸಲೂ ಸಹ ಸಾಧ್ಯವಿದೆ.
knm_00378_01090578596	ದೊಡ್ಡ ಕರುಳಿನ ಕೊನೆಯ ಐದು ಇಂಚು ಭಾಗ ಗುದ.
knm_09877_02017548661	ಹಾಡುವಾಗ ಯಾವುದೇ ವಾದ್ಯ ಜೊತೆಗೆ ಇರುವುದಿಲ್ಲ.
knm_07524_00881985059	ಇಂತಹ ವಿಶ್ವಸನೀಯತೆಗೆ ಸಂಬಂಧಿಸಿ ಯಾವುದೇ ತೊಂದರೆಗಳನ್ನು ಸರಿಪಡಿಸಲಾಗುವುದು
knm_02910_01291092013	ನಿಯಮ, ನಿರ್ಬಂಧ ಮತ್ತು ಹಕ್ಕುಗಳನ್ನು ಸ್ಪೇಸ್ ಸ್ಟೇಷನ್ ಇಂಟರ್ ಗವರ್ನಮೆಂಟಲ್ ಅಗ್ರಿಮೆಂಟ್ ದೃಢಪಡಿಸುತ್ತದೆ.
knm_07221_00657398662	ಆದರೆ ಈ ಶ್ರೇಣಿಗಳನ್ನು ಬಳಸಲು ಅನುಮತಿಯಿದೆಯೇ ಎಂಬುದರ ಕುರಿತು ಪ್ರಮಾಣಕಗಳು ಅಥವ ನಿಯಮಾವಳಿಗಳು ಏನನ್ನು ಸ್ಪಷ್ಟಗೊಳಿಸಿಲ್ಲ.
knm_08025_00634022923	ಈ ಸೇವೆಗಳು ಸಾಂಪ್ರದಾಯಿಕ ಸೇವೆಗಳಿಗೆ ಹೆಚ್ಚು ಕಡಿಮೆ ಸಮಾನವಾದ ವಿಶಾಲ ಶ್ರೇಣಿಯ ಸೌಲಭ್ಯಗಳನ್ನು ನೀಡುತ್ತವೆ
knm_01114_00330157987	ಸಂಬಂಧಪಟ್ಟವರು ಒಪ್ಪಿಸುವ ಕೆಲವು ಅಂತರಾಷ್ಟ್ರೀಯ ಹಣಕಾಸಿನ ವಿಷಯಗಳ ಬಗ್ಗೆ ಧರ್ಮದರ್ಶಿ ಅಥವಾ ನಿಯೋಗಿ ಆಗಿ ವರ್ತಿಸುವುದು ಮೊದಲನೆಯ ಬಗೆಯ ಕಾರ್ಯಾಚರಣೆ
knm_08025_01315854905	ಗ್ರಾಮದ ಪ್ರಮುಖ ಉದ್ಯೋಗವೇ ಕೃಷಿ ಮತ್ತು ತೋಟಗಾರಿಕೆಯಾಗಿದೆ.
knm_00574_01126000311	ಸರಿಯಾದ ಬಲ ಕ್ಕೆ
knm_02894_01867055562	ಕ್ಯಾಂಟನ ಪ್ರಕಾರ ಕಾಲ ಮತ್ತು ದೇಶಗಳು ನಮ್ಮ ಅಂತರ್ಬೋಧೆಯ ಸ್ವಚ್ಛ ರೂಪಗಳು.
knm_02533_00327048485	ಒಂದೂವರೆ ಮೈಲಿಯಲ್ಲಿ
knm_02352_00227043488	ಇದೇ ಗುಂಪಿಗೆ ಸೇರಿದ ರಬ್ಬರ್ ದ್ರಾವಣ
knm_03197_00965726333	ಗಗನಯಾತ್ರೆಯ ಕಾಯಂ ಸಿಬ್ಬಂದಿ ಸದಸ್ಯರಿಗೆ ನಿಲ್ದಾಣವು ಸಿಬ್ಬಂದಿ ಕ್ವಾಟರ್ಸ್ ಗಳನ್ನು ಒದಗಿಸುತ್ತದೆ.
knm_00180_00012816557	ಅಲ್ಲದೇ ವರ್ಲ್ಡ್ ಚ್ಯಾಂಪಿಯನ್ಷಿಪ್ಸ್ ಇನ್ ಅಥ್ಲೆಟಿಕ್ಸ್ ನಲ್ಲಿ ಪದಕ ವಿಜೇತ ಮೊದಲ ಭಾರತೀಯರು ಎಂಬ ಹೆಗ್ಗಳಿಕೆಗೆ ಪಾತ್ರರಾದರು
knm_04689_01789345128	ಈ ಸಲಹಾ ಅಭಿಪ್ರಾಯಗಳನ್ನು ಅಂತರರಾಷ್ಟ್ರೀಯ ನ್ಯಾಯಾಲಯದ ನ್ಯಾಯಿಕ ಪ್ರಕರಣಗಳ ಪಟ್ಟಿಯ ಲೇಖನದಲ್ಲಿ ನೋಡಬಹುದಾಗಿದೆ.
knm_00811_01163592674	ಎಲ್ಲ ಪ್ರಾಣಿಗಳಿಗೂ ಇವನು ಜೀವನಾಧಾರ
knm_02894_01281113216	ಅಂಡಮಾನ್ ಇಲ್ಲಿಗೆ ಕರೆತರುತ್ತದೆ.
knm_00180_00638194660	ದುಂಡಾಗಿರುವ ಇದರ ಕೆಳಭಾಗ ಭೂಮಿಯನ್ನು ಕೊರೆದುಕೊಂಡು ಹೋಗುವಂತಿದೆ
knm_09877_01290769097	ಅಂತರಜಾಲ ಮಾಹಿತಿಗಳು ಸಾಮಾನ್ಯವಾಗಿ ತಾಂತ್ರಿಕ ಮಾಹಿತಿಯ ದತ್ತಾಂಶವನ್ನು ಹೊಂದಿರುತ್ತವೆ.
knm_00417_01812506014	ನೂರೈವತ್ತು ಗಜಗಳಲ್ಲಿ
knm_00417_00086252830	ನೀವು ತಲುಪಿದ್ದೀರಿ.
knm_02894_01001831101	ಇದು ಜತೆಯಾಗಿ ತಂಡದಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸಲು ಅನುಕೂಲ ಮಾಡಿಕೊಡುತ್ತದೆ.
knm_07221_01594219700	ಅಥರ್ವದಲ್ಲಿ ಮಂತ್ರಗಳು
knm_02533_00042149672	ಇನ್ನೂರು ಅಡಿಗಳಲ್ಲಿ
knm_04526_02068139420	ಇದು ಬ್ಯಾಂಕುಗಳ ಜಮಾಖರ್ಚು ಪಟ್ಟಿಗಳ ಪ್ರಯೋಜನವನ್ನು ಪಡೆಯುವ ಒಂದು ಪ್ರಯತ್ನವಾಗಿತ್ತು
knm_09140_01467621992	ಯೂರಿಯಾಗಳ ಗುಂಪಿನ ಪಾಲಿಯೂರಿಥೇನ್ ಗಳನ್ನು ಗಾಜು ತಯಾರಿಕೆಯಲ್ಲಿ ಉಪಯೋಗಿಸಲಾಗುತ್ತದೆ
knm_00271_01327169418	ಇಳಿಜಾರಿನಲ್ಲಿ ಮುಂದುವರಿಸಿ
knm_07524_01044496391	ಅಸಾಮಾನ್ಯ ವೀರನಾದ ಇವನು ಅನೇಕಾನೇಕ ಅಸುರರನ್ನು ಧ್ವಂಸಮಾಡಿದ್ದಾನೆ.
knm_04992_01589299529	ಅಂತಿಮ
knm_02910_01825975496	ಸರ್ಕಾರದ ಖಜಾನೆಯು ಗ್ರಾಹಕರ ಒಂದು ಅಧಿಕೃತ ಪಟ್ಟಿಯನ್ನು ಇನ್ನೂ ಬಿಡುಗಡೆಮಾಡಿಲ್ಲ.
knm_00378_01127950198	ಪದವಿ ಹಂತದಲ್ಲಿ ಪದವಿಗಳಿಗೆ ಮಾರ್ಗದರ್ಶನ ಮಾಡುವ ಸಂಶೋಧನಾ, ಕೇಂದ್ರೀಕೃತ ಪದವಿಗಳನ್ನು ನೀಡುತ್ತದೆ.
knm_09877_00749507881	ಈ ವ್ಯವಹಾರ ಶಿಕ್ಷಣ ವಂತರಿಗೆ ಮಾತ್ರ ಸಾಧ್ಯ ಅವಿದ್ಯಾವಂತರಿಗೆ ಇದು ಸೂಕ್ತವಲ್ಲ.
knm_08025_01613032970	ಇವುಗಳಲ್ಲಿ ಹದಿಮೂರು ಘಟಕಗಳು ಆಗಲೇ ಕಕ್ಷೆಯಲ್ಲಿವೆ
knm_00271_00829128097	ಅವನಿಗೆ ಸೂಕ್ತ ಸಲಹೆಗಳನ್ನು ಕೊಡುವುದಕ್ಕೆ
knm_00271_01738588500	ಪಶ್ಚಿಮಕ್ಕೆ ಸಾಗಿ
knm_01114_00967126756	ಈ ರೀತಿಯ ಸೂಚನೆಗಳು ಮೂರನೇ ವಿಶ್ವದ ಆರ್ಥಿಕತೆಯಲ್ಲಿ ಇದು ಸಹಾಯಕರವಲ್ಲ ಎಂಬುದನ್ನು ತಿಳಿಸುತ್ತವೆ
knm_07524_00343491890	ಹೀಗೆ ಕೊಡಬೇಕಾದ ಹಣ ಒದಗಿಸಿಕೊಳ್ಳಲು ಜರ್ಮನಿ ಎತ್ತಿದ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಸಾಲಕ್ಕೆ ನಿಯೋಗಿ ಹಾಗೂ ಧರ್ಮದರ್ಶಿಯಾಗಿ ವರ್ತಿಸಿತು
knm_06788_01482673253	ಆ ಮೂರು ಅಂಕೆಗಳೊಂದಿಗಿನ ಒಂದು ಕೇಂದ್ರೀಯ ಟಪಾಲು ಪರಿಷ್ಕರಣಾ ಸೌಕರ್ಯವಾಗಿದೆ
knm_02910_01942377955	ವಿಶ್ವದ ಹೆಚ್ಚಾಗಿ ಶೂನ್ಯ ಜಾಗಗಳ ಶೇಖರಣೆಯನ್ನು ಖಗೋಳಶಾಸ್ತ್ರದಲ್ಲಿ ಅಂತರಿಕ್ಷ ಎನ್ನುತ್ತಾರೆ.
knm_02894_00364879953	ಗ್ರಾಮದಲ್ಲಿ ಹಿಂದೂ ಮತ್ತು ಮುಸ್ಲಿಂ ಧರ್ಮದ ಜನರಿದ್ದಾರೆ.
knm_02352_02093864939	ಇಂಥ ಮೋಜಣಿಗೆ ಅಂತರಿಕ್ಷ ಮೋಜಣಿ ಎಂದು ಹೆಸರು.
knm_07524_01681521708	ಸಮಯಸಾಧಕ ಮುಂದಾಳುಗಳು ಈ ಅಂತಾರಾಷ್ಟ್ರೀಯದ ಕಡೆಯ ವರ್ಷಗಳಲ್ಲಿ ಸಮಾಜವಾದಿ ತತ್ವವನ್ನು ಕೈಬಿಟ್ಟು ಬೂರ್ಜ್ವಾ ಸುಧಾರಣಾ ನೀತಿಗೆ ಮಾರುಹೋಗಿ ಅದರ ಕ್ರಾಂತಿಕಾರಿ ನೀತಿಯನ್ನು ಮೊಟಕು ಮಾಡಿದರು.
knm_00378_01978821830	ಕರೆ ಹಾಗೂ ಎಲ್ಲಾ ಇನ್ನಿತರ ದತ್ತಗಳು ಇವೆ
knm_06984_01887381565	ಅಂಟುವಾಳ ಭಾರತದಲ್ಲಿ ಬೆಳೆಯಲಾಗುತ್ತದೆ
knm_07918_00104846366	ಅಥವಾ ಕಾನೂನಿಗೆ ಅನುಸಾರವಾಗಿ ಇರದಿದ್ದಲ್ಲಿ ಅಂಥ ಕ್ರಮಗಳನ್ನು ಕಾನೂನುಬಾಹಿರವಾದದ್ದು ಎಂದು ಪರಿಗಣಿಸಬಹುದು.
knm_04689_01901864659	ಇದು ಪಾಶ್ಚಾತ್ಯ ಚರಿತ್ರೆಯಲ್ಲಿ ವಿಶಿಷ್ಟವಾದ ಅರ್ಥವನ್ನು ಪಡೆದಿದೆ.
knm_00574_00772848238	ಬಾನಗಾಡಿ ಮತ್ತು ಬಹುಪಾಲು ವಿಮಾನ ಮಾದರಿ ನಿಲ್ದಾಣದಲ್ಲಿರುವ ರಷ್ಯಾದ ಭಾಗವು 28 ವೋಲ್ಟ್ ನಿರಂತರ ವಿದ್ಯುತ್ ಹರಿವುನ್ನು ಬಳಸುತ್ತದೆ.
knm_04526_00438347057	ಭರದ್ವಾಜ
knm_06230_01741658235	ಈ ತರದ ಏರ್ಪಾಡಿಗೆ ಚರ್ಮದ ಪಟ್ಟಿಯ ಮೇಲೆ ಸಾಗಿಸುವ ವಿಧಾನವೆನ್ನಬಹುದು.
knm_00574_01038606469	ವೃತ್ತದಲ್ಲಿ, ಮೂರನೇ ನಿರ್ಗಮನವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ
knm_02894_01311680872	ಅಂತರರಾಷ್ಟ್ರೀಯ ಬಾಹ್ಯಾಕಾಶ ನಿಲ್ದಾಣದ ಪರಿಕಲ್ಪನೆ
knm_04705_01798071024	ದಕ್ಷಿಣಕ್ಕೆ ನಮಿಬಿಯ
knm_05927_00923410754	ಹೆಚ್ಚುಕಾಲ ಬಳಸಿದರೆ ಆಹಾರದ ಕೊರತೆಯಿಂದ ರಕ್ತಹೀನತೆಯುಂಟಾಗುವುದನ್ನು ತಪ್ಪಿಸುತ್ತದೆ.
knm_04689_00616514663	ಬಿಸಿಲಿನಲ್ಲಿ ಒಣಗಿಸಿದ ಅಂಜೂರಗಳು ಮಾರಾಟಕ್ಕೆ ಸಿದ್ಧವಾಗುತ್ತವೆ.
knm_04526_00949705675	ಸೂಕ್ಷ್ಮ ಗುರುತ್ವದಲ್ಲಿ ನಡೆಸುವ ಸ್ರವೀಯ ಭೌತಶಾಸ್ತ್ರದ ಪರೀಕ್ಷೆಯು ಒಳಗೊಂಡಿದೆ
knm_00574_01683595446	ಮೂರು ಮೈಲಿ‍ಗಳಲ್ಲಿ
knm_07221_01079371351	ಈ ಹೊಸ ಅರ್ಥದಲ್ಲಿ
knm_07221_01062000464	ಈ ಬಿಕ್ಕಟ್ಟಿನಿಂದಾಗಿ ಅರ್ಜೆಂಟೈನಾ ಹಾಗೂ ದಕ್ಷಿಣ ಅಮೆರಿಕಾದ ಇತರೆ ದೇಶಗಳಲ್ಲಿ ಈ ಸಂಸ್ಥೆಯನ್ನು ಹೆಚ್ಚಾಗಿ ದ್ವೇಷಿಸತೊಡಗಿತು
knm_04689_01270919390	ಅಕ್ಷರಗಳಂತೆಯೇ ಅಂಕಿಗಳಿಗೂ ಒಂದು ದೊಡ್ಡ ಇತಿಹಾಸವಿದೆ.
knm_05066_02131207281	ಆಯಾ ಪ್ರದೇಶದ ನಾಡಶಿಲೆಯ ರಾಸಾಯನಿಕ ಸಂಯೋಜನೆಯ ಮೇಲೆ ಅವಲಂಬಿಸಿರುತ್ತದೆ.
knm_02894_01512854472	ಯುದ್ಧಕಾಲದಲ್ಲಿ ಬ್ಯಾಂಕು ಅದರ ಆರ್ಥಿಕ ಹಾಗೂ ನೈತಿಕ ಅಂತಸ್ತನ್ನು ಕಾಪಾಡಿ ಕೊಂಡು ಬಂದುದು ಮುಖ್ಯ ಸಾಧನೆಯೇ ಸರಿ.
knm_03197_00338636488	ಪುರುಷಾಕಾರವನ್ನು ಈತ ಹೊಂದಿದ್ದಾನೆ.
knm_09140_00082307166	ಅ ಕನ್ನಡ ವರ್ಣಮಾಲೆಯ ಮೊದಲ ಅಕ್ಷರವಾಗಿದೆ.
knm_02352_01520582444	ಮತ್ತು ಆ ದೇಶದ ಅಭಿವೃದ್ಧಿ ಕುಂಠಿತವಾಗುತ್ತದೆ.
knm_02352_00756533784	ಈ ವ್ಯಕ್ತಿಯು ಒಂದು ಮಾರ್ಪಾಡನ್ನು ಮಾಡಿದರು
knm_05927_00580684416	ಇದೂ ಕೂಡ ಮಾಲಿನ್ಯದ ಒಂದು ಮುಖವೇ.
knm_07524_01271029470	ಬಲಕ್ಕಿಂತ ಹೆಚ್ಚಿಗೆ ಶಕ್ತಿಯ ಅರ್ಥದಲ್ಲಿ ಪರಿಣಾಮಗಳನ್ನು ವಿವರಿಸಲಾಗುತ್ತದೆ.
knm_05927_00086817069	ಅದು ಒಂದು ಪ್ರಕಟಣೆಯಲ್ಲಿ ಕ್ರಮಬದ್ಧ ಲೇಖನವಾಗಿರುತ್ತದೆ.
knm_02894_01642269123	ಇದರಲ್ಲಿ ಭದ್ರತಾ ಮಂಡಳಿಯು ಪರ್ಮನೆಂಟ್ ಕೋರ್ಟ್ ಆಫ್ ಆರ್ಬಿಟ್ರೇಶನ್ ನಲ್ಲಿರುವ ಗುಂಪು ಈ ಸದಸ್ಯರನ್ನು ನಾಮನಿರ್ದೇಶನ ಮಾಡುತ್ತದೆ.
knm_07722_00693044497	ವಾಯುವಿನ ರೂಪ ಮನೋಹರವಾದುದು
knm_09877_00867637339	ಇವರು ವೀರರು
knm_01672_02081832855	ದಕ್ಷಿಣ ಧ್ರುವದ ಸುತ್ತ ವ್ಯಾಪಿಸಿರುವ ಖಂಡ
knm_02352_01352670838	ಓಜಸ್ಸು ಕೊಡಲು ಅಗ್ನಿಯ ಪ್ರಾರ್ಥನೆಯಿದೆ.
knm_00271_02109156361	ಸಾಮಾನ್ಯವಾಗಿ ಕಾಗದದ ಮೇಲೆ ಸಸ್ಯರಸ ಹಿಂಡಿದ ಸ್ಥಳದಲ್ಲಿ ರಾಸಾಯನಿಕ ವಸ್ತುವನ್ನು ಒಂದೆರಡು ತೊಟ್ಟು ಹಾಕಬೇಕು.
knm_00378_00022789899	ಮಾಜಿ ಪ್ರಮುಖ ಆರ್ಥಿಕ ತಜ್ಞ ಹಾಗೂ ವಿಶ್ವ ಬ್ಯಾಂಕಿನ ಹಿರಿಯ ಉಪಾಧ್ಯಕ್ಷ
knm_09140_00984289445	ಕಾಯಂ ಸಿಬ್ಬಂದಿಯ ಉಪಸ್ಥಿತಿಯು ಇರುವುದು
knm_02533_00432374097	ಸರಿಯಾದ ಎಡ ಕ್ಕೆ
knm_04689_00158420701	ಕಳಬೇಡ
